,X,Y,Z,grade,formation,borehole
421,550.0,589.0,-253.79999999999998,2.061463438481797,5,76
422,550.0,589.0,-242.2,2.061452495710188,5,76
423,242.0,1767.0,-195.8,2.0638403575686763,5,77
424,242.0,1767.0,-184.2,2.0638811626364877,5,77
425,242.0,1767.0,-172.60000000000002,2.0639183819108657,5,77
426,594.0,93.0,-277.0,2.0558503807231423,5,78
427,594.0,93.0,-265.4,2.0554168999140474,5,78
428,594.0,93.0,-253.79999999999998,2.054958939040112,5,78
429,594.0,93.0,-242.2,2.0544768684174484,5,78
430,594.0,93.0,-230.6,2.053971546234902,5,78
431,594.0,93.0,-219.0,2.0534444217060575,5,78
432,594.0,93.0,-207.39999999999998,2.052897645397955,5,78
433,594.0,93.0,-195.8,2.0523341824683254,5,78
434,594.0,93.0,-184.2,2.0517579224299296,5,78
435,594.0,93.0,-172.60000000000002,2.0511737766588976,5,78
436,330.0,1581.0,-311.79999999999995,2.0640700850165894,5,79
437,330.0,1581.0,-300.2,2.0641730349973804,5,79
438,330.0,1581.0,-288.6,2.06428704565176,5,79
439,330.0,1581.0,-277.0,2.064413680065119,5,79
440,330.0,1581.0,-265.4,2.064554539041696,5,79
441,330.0,1581.0,-253.79999999999998,2.064711203141762,5,79
442,330.0,1581.0,-242.2,2.0648851587218755,5,79
443,330.0,1581.0,-230.6,2.0650777068174317,5,79
444,330.0,1581.0,-219.0,2.0652898532503863,5,79
445,330.0,1581.0,-207.39999999999998,2.0655221769863705,5,79
446,330.0,1581.0,-195.8,2.0657746712342013,5,79
447,286.0,651.0,-184.2,2.061573316715569,5,80
448,374.0,2635.0,-126.19999999999999,2.0620514776480627,5,81
449,374.0,2635.0,-114.60000000000002,2.0620514314653597,5,81
450,374.0,2635.0,-103.0,2.0620508544808698,5,81
451,374.0,2635.0,-91.39999999999998,2.0620497882843734,5,81
452,374.0,2635.0,-79.80000000000001,2.062048272979619,5,81
453,418.0,2511.0,-161.0,2.0620363145765697,5,82
454,418.0,2511.0,-149.39999999999998,2.0620395917693335,5,82
455,418.0,2511.0,-137.8,2.062042251268289,5,82
456,418.0,2511.0,-126.19999999999999,2.062044324686356,5,82
457,418.0,2511.0,-114.60000000000002,2.0620458434830313,5,82
458,330.0,2449.0,-114.60000000000002,2.0620065315213236,5,83
459,330.0,2449.0,-103.0,2.062007833025194,5,83
460,330.0,2449.0,-91.39999999999998,2.062008777442932,5,83
461,330.0,2449.0,-79.80000000000001,2.062009379641111,5,83
462,330.0,1519.0,-311.79999999999995,2.064125554702117,5,84
463,330.0,1519.0,-300.2,2.0642408619843637,5,84
464,330.0,1519.0,-288.6,2.0643711677303513,5,84
465,330.0,1519.0,-277.0,2.0645190278619303,5,84
466,330.0,1519.0,-265.4,2.0646872294104877,5,84
467,330.0,1519.0,-253.79999999999998,2.064878761680565,5,84
468,330.0,1519.0,-242.2,2.0650967762815666,5,84
469,330.0,1519.0,-230.6,2.065344536186629,5,84
